,id,mig_int,mig_plan,mig_prep,cari,is_cari_secure,mig_intensity
1959,174033585,1,0,0,2,1,2
1960,174033588,0,0,0,2,1,1
1961,174033612,1,0,0,1,1,2
1962,174033794,1,0,0,1,1,2
1963,174033796,0,0,0,2,1,1
1964,174033801,1,1,0,1,1,3
1965,174039165,1,0,0,2,1,2
1966,174039170,0,0,0,1,1,1
1967,174039172,1,1,0,2,1,3
1968,174039174,0,0,0,1,1,1
1969,174039182,1,0,0,2,1,2
1970,174039184,0,0,0,2,1,1
1971,174039185,1,0,0,1,1,2
1972,174039187,0,0,0,1,1,1
1973,174039192,0,0,0,2,1,1
1974,174039193,1,0,0,1,1,2
1975,174039194,0,0,0,1,1,1
1976,174039195,1,0,0,1,1,2
1977,174039196,1,0,0,1,1,2
1978,174039203,1,0,0,2,1,2
1979,174039204,1,0,0,1,1,2
1980,174039353,0,0,0,2,1,1
1981,174039375,1,0,0,1,1,2
1982,174039379,1,0,0,1,1,2
1983,174039395,0,0,0,1,1,1
1984,174039402,0,0,0,1,1,1
1985,174039405,1,0,0,1,1,2
1986,174039411,1,1,1,1,1,4
1987,174039610,0,0,0,2,1,1
1988,174039634,0,0,0,2,1,1
1989,174039639,1,0,0,1,1,2
1990,174039641,0,0,0,2,1,1
1991,174039643,1,0,0,1,1,2
1992,174040173,1,0,0,1,1,2
1993,174040175,1,0,0,1,1,2
1994,174040176,0,0,0,1,1,1
1995,174040183,0,0,0,1,1,1
1996,174040185,1,0,0,1,1,2
1997,174040186,0,0,0,1,1,1
1998,174040187,1,0,0,1,1,2
1999,174040190,1,0,0,1,1,2
2000,174040257,1,0,0,1,1,2
2001,174040258,1,1,1,1,1,4
2002,174040769,1,1,1,2,1,4
2003,174040771,1,0,0,1,1,2
2005,174040775,1,1,1,2,1,4
2006,174046050,1,0,0,1,1,2
2007,174046054,0,0,0,1,1,1
2008,174046055,0,0,0,1,1,1
2009,174046056,0,0,0,2,1,1
2010,174046059,0,0,0,1,1,1
2011,174046626,1,0,0,2,1,2
2012,174046629,0,0,0,1,1,1
2013,174046636,0,0,0,2,1,1
2014,174047519,0,0,0,1,1,1
2015,174047523,1,0,0,1,1,2
2016,174047526,0,0,0,1,1,1
2017,174047531,1,0,0,2,1,2
2018,174047755,0,0,0,1,1,1
2019,174047756,1,0,0,1,1,2
2020,174047757,1,0,0,1,1,2
2021,174047759,0,0,0,1,1,1
2022,174047761,0,0,0,1,1,1
2023,174047837,0,0,0,1,1,1
2024,174047839,0,0,0,2,1,1
2025,174047840,0,0,0,2,1,1
2026,174047841,0,0,0,2,1,1
2027,174049327,0,0,0,2,1,1
2028,174049334,0,0,0,2,1,1
2029,174049399,1,0,0,1,1,2
2030,174049401,1,0,0,1,1,2
2031,174049405,1,0,0,1,1,2
2032,174049409,0,0,0,2,1,1
2033,174049966,0,0,0,1,1,1
2034,174049968,0,0,0,1,1,1
2035,174049972,1,0,0,1,1,2
2036,174049973,0,0,0,1,1,1
2037,174049975,0,0,0,1,1,1
2038,174050778,0,0,0,2,1,1
2039,174050780,0,0,0,1,1,1
2041,174050786,0,0,0,1,1,1
2042,174050789,1,0,0,2,1,2
2043,174051386,0,0,0,2,1,1
2044,174051393,1,0,0,2,1,2
2045,174051398,1,0,0,2,1,2
2046,174051403,0,0,0,2,1,1
2047,174051409,0,0,0,2,1,1
2048,174051421,0,0,0,2,1,1
2049,174051427,1,0,0,1,1,2
2050,174052585,0,0,0,1,1,1
2051,174052587,0,0,0,1,1,1
2052,174052588,0,0,0,1,1,1
2053,174052590,0,0,0,1,1,1
2054,174052591,0,0,0,1,1,1
2055,174061272,1,0,0,2,1,2
2056,174061282,0,0,0,1,1,1
2057,174061285,0,0,0,2,1,1
2058,174066581,0,0,0,1,1,1
2059,174069021,1,0,0,1,1,2
2060,174069024,1,0,0,1,1,2
2061,174069026,0,0,0,1,1,1
2062,174069030,1,0,0,1,1,2
2063,174087423,0,0,0,1,1,1
2064,174087429,1,0,0,1,1,2
2065,174087436,1,1,0,2,1,3
2066,174087440,1,0,0,2,1,2
2067,174087448,1,0,0,2,1,2
2068,174087460,1,1,1,2,1,4
2069,174096695,0,0,0,1,1,1
2070,174096702,0,0,0,1,1,1
2071,174096710,0,0,0,2,1,1
2072,174171829,0,0,0,2,1,1
2073,174171835,0,0,0,1,1,1
2074,174171844,0,0,0,1,1,1
2075,174229295,0,0,0,2,1,1
2076,174251945,1,1,1,1,1,4
2077,174252251,0,0,0,2,1,1
2078,174252598,1,1,0,1,1,3
2079,174259635,0,0,0,1,1,1
2080,174259613,0,0,0,1,1,1
2081,174259621,0,0,0,1,1,1
2082,174259628,0,0,0,1,1,1
2083,174264612,0,0,0,1,1,1
2084,174264652,0,0,0,1,1,1
2085,174299212,1,0,0,2,1,2
2086,174299218,1,0,0,2,1,2
2087,174299223,0,0,0,1,1,1
2088,174299228,0,0,0,1,1,1
2089,174299253,0,0,0,2,1,1
2090,174299257,0,0,0,2,1,1
2091,174299259,0,0,0,1,1,1
2092,174299263,0,0,0,1,1,1
2093,174304325,0,0,0,2,1,1
2094,174304328,0,0,0,2,1,1
2095,174304337,0,0,0,1,1,1
2096,174304342,0,0,0,1,1,1
2097,174304880,1,1,0,1,1,3
2098,174304888,0,0,0,2,1,1
2099,174304893,1,0,0,2,1,2
2100,174305159,1,0,0,2,1,2
2101,174305173,0,0,0,2,1,1
2102,174305177,1,0,0,1,1,2
2103,174305384,1,1,1,2,1,4
2104,174305389,1,0,0,2,1,2
2105,174305392,1,0,0,2,1,2
2106,174305397,1,0,0,1,1,2
2107,174309643,0,0,0,1,1,1
2108,174309647,1,0,0,1,1,2
2109,174309650,0,0,0,2,1,1
2111,174309656,0,0,0,2,1,1
2112,174311278,0,0,0,1,1,1
2113,174311288,1,0,0,2,1,2
2114,174311291,1,0,0,2,1,2
2115,174311316,1,0,0,1,1,2
2116,174311319,1,0,0,2,1,2
2117,174312427,0,0,0,2,1,1
2118,174312430,0,0,0,2,1,1
2119,174312434,1,1,1,2,1,4
2120,174312442,1,0,0,1,1,2
2121,174312745,1,1,0,2,1,3
2122,174312775,1,0,0,1,1,2
2123,174312790,0,0,0,2,1,1
2124,174312990,1,0,0,1,1,2
2125,174312996,1,0,0,2,1,2
2126,174313005,1,0,0,1,1,2
2127,174313007,0,0,0,1,1,1
2128,174313008,1,1,1,1,1,4
2129,174313012,1,0,0,2,1,2
2130,174313015,1,0,0,1,1,2
2131,174313022,1,0,0,1,1,2
2132,174313026,1,0,0,2,1,2
2133,174314412,1,0,0,2,1,2
2134,174314415,1,1,1,1,1,4
2135,174314418,1,0,0,1,1,2
2136,174315212,1,1,1,2,1,4
2137,174315216,1,0,0,2,1,2
2138,174315217,1,0,0,1,1,2
2139,174315220,0,0,0,1,1,1
2140,174315222,1,0,0,1,1,2
2141,174315225,1,0,0,1,1,2
2142,174315228,0,0,0,1,1,1
2143,174315233,0,0,0,2,1,1
2144,174315481,1,0,0,1,1,2
2145,174315485,1,1,1,2,1,4
2146,174315489,1,1,1,1,1,4
2147,174315493,0,0,0,1,1,1
2148,174315495,1,0,0,1,1,2
2149,174315797,1,0,0,1,1,2
2150,174315800,1,0,0,2,1,2
2151,174315801,1,0,0,1,1,2
2152,174315803,0,0,0,2,1,1
2153,174315807,1,0,0,1,1,2
2154,174315967,1,0,0,2,1,2
2155,174315971,0,0,0,2,1,1
2156,174315974,1,0,0,2,1,2
2157,174315979,1,1,1,2,1,4
2158,174316001,1,0,0,2,1,2
2159,174316005,0,0,0,1,1,1
2160,174316007,1,0,0,1,1,2
2161,174316013,0,0,0,2,1,1
2162,174316046,1,0,0,1,1,2
2163,174316048,1,0,0,1,1,2
2164,174316051,0,0,0,1,1,1
2165,174316052,0,0,0,1,1,1
2166,174316114,0,0,0,2,1,1
2167,174316118,1,0,0,2,1,2
2168,174316121,1,1,0,2,1,3
2169,174316142,0,0,0,1,1,1
2170,174316149,1,0,0,1,1,2
2171,174316154,1,0,0,2,1,2
2172,174316177,0,0,0,1,1,1
2173,174316183,1,1,0,2,1,3
2174,174316187,1,0,0,2,1,2
2175,174316190,1,0,0,2,1,2
2176,174316193,0,0,0,1,1,1
2177,174316200,0,0,0,1,1,1
2178,174316205,1,1,1,2,1,4
2179,174316380,1,0,0,1,1,2
2180,174316385,0,0,0,2,1,1
2181,174316388,1,0,0,2,1,2
2182,174316426,1,0,0,2,1,2
2183,174316428,1,0,0,2,1,2
2184,174316430,1,0,0,2,1,2
2185,174316431,1,0,0,2,1,2
2186,174316564,0,0,0,1,1,1
2187,174316572,0,0,0,1,1,1
2188,174316580,1,0,0,2,1,2
2189,174316592,1,0,0,1,1,2
2190,174316613,0,0,0,1,1,1
2191,174316666,0,0,0,1,1,1
2192,174316994,0,0,0,2,1,1
2193,174316998,0,0,0,1,1,1
2194,174317003,1,0,0,2,1,2
2195,174317008,0,0,0,1,1,1
2196,174317014,0,0,0,2,1,1
2197,174317020,1,0,0,2,1,2
2198,174317025,0,0,0,2,1,1
2199,174317033,0,0,0,1,1,1
2200,174317038,0,0,0,1,1,1
2201,174317043,1,0,0,1,1,2
2202,174317389,1,0,0,1,1,2
2203,174317403,0,0,0,1,1,1
2204,174317418,1,0,0,2,1,2
2205,174317427,0,0,0,1,1,1
2206,174317437,1,0,0,2,1,2
2207,174317756,1,1,0,1,1,3
2208,174317763,1,0,0,1,1,2
2209,174317768,1,0,0,1,1,2
2210,174317772,1,0,0,1,1,2
2211,174319030,0,0,0,2,1,1
2212,174319031,0,0,0,2,1,1
2213,174319032,1,0,0,1,1,2
2214,174319035,0,0,0,1,1,1
2215,174319355,1,0,0,1,1,2
2216,174319357,0,0,0,1,1,1
2217,174319358,1,0,0,1,1,2
2218,174319360,1,0,0,1,1,2
2219,174319363,1,0,0,1,1,2
2220,174319486,1,0,0,1,1,2
2221,174319488,0,0,0,1,1,1
2222,174319494,1,0,0,1,1,2
2223,174320055,1,0,0,2,1,2
2224,174320061,1,0,0,1,1,2
2225,174320065,0,0,0,1,1,1
2226,174320067,1,0,0,2,1,2
2227,174320117,0,0,0,1,1,1
2228,174320124,0,0,0,1,1,1
2229,174320127,1,0,0,2,1,2
2230,174321241,1,0,0,1,1,2
2231,174321244,1,1,1,1,1,4
2232,174321248,0,0,0,2,1,1
2233,174321252,1,0,0,1,1,2
2234,174323649,0,0,0,2,1,1
2235,174323654,1,0,0,1,1,2
2236,174323658,0,0,0,2,1,1
2237,174323661,0,0,0,1,1,1
2238,174323664,1,0,0,2,1,2
2239,174323668,1,0,0,1,1,2
2240,174323822,1,0,0,1,1,2
2241,174323829,0,0,0,1,1,1
2242,174323833,1,0,0,2,1,2
2243,174324098,0,0,0,2,1,1
2244,174324104,0,0,0,1,1,1
2245,174324123,1,1,1,1,1,4
2246,174324161,0,0,0,1,1,1
2247,174324165,1,0,0,1,1,2
2248,174324168,1,0,0,2,1,2
2249,174324171,0,0,0,1,1,1
2250,174324174,1,0,0,1,1,2
2251,174324175,0,0,0,1,1,1
2252,174324177,1,0,0,2,1,2
2253,174327320,1,0,0,2,1,2
2254,174327322,0,0,0,2,1,1
2255,174327323,0,0,0,2,1,1
2256,174327328,0,0,0,2,1,1
2257,174327879,0,0,0,1,1,1
2258,174327882,0,0,0,2,1,1
2259,174327885,1,0,0,1,1,2
2260,174327886,0,0,0,2,1,1
2261,174327889,0,0,0,1,1,1
2262,174327891,0,0,0,1,1,1
2263,174327893,1,0,0,2,1,2
2264,174327894,1,0,0,1,1,2
2265,174327895,1,0,0,2,1,2
2266,174327896,0,0,0,2,1,1
2267,174327898,1,0,0,1,1,2
2268,174327901,1,0,0,1,1,2
2269,174329163,0,0,0,1,1,1
2270,174329166,1,0,0,2,1,2
2271,174329348,1,0,0,1,1,2
2272,174329353,1,0,0,2,1,2
2273,174329385,0,0,0,2,1,1
2274,174335657,1,1,1,1,1,4
2275,174335666,1,0,0,2,1,2
2276,174335675,1,0,0,1,1,2
2277,174335683,1,1,0,2,1,3
2278,174335692,1,0,0,1,1,2
2279,174335701,1,0,0,1,1,2
2280,174339755,0,0,0,1,1,1
2281,174339757,0,0,0,1,1,1
2282,174339763,0,0,0,2,1,1
2283,174339765,0,0,0,2,1,1
2284,174339771,0,0,0,2,1,1
2285,174339774,0,0,0,2,1,1
2286,174339780,0,0,0,1,1,1
2287,174344764,0,0,0,1,1,1
2288,174344768,0,0,0,1,1,1
2289,174344771,0,0,0,2,1,1
2290,174344774,0,0,0,2,1,1
2291,174344775,0,0,0,2,1,1
2292,174344850,0,0,0,2,1,1
2293,174344854,0,0,0,2,1,1
2294,174344858,1,0,0,2,1,2
2296,174345181,0,0,0,2,1,1
2297,174345186,0,0,0,2,1,1
2298,174345190,0,0,0,1,1,1
2299,174347845,1,0,0,1,1,2
2300,174347850,1,0,0,2,1,2
2301,174347853,0,0,0,1,1,1
2302,174347854,0,0,0,1,1,1
2303,174347857,0,0,0,1,1,1
2304,174347861,1,0,0,1,1,2
2305,174347862,0,0,0,2,1,1
2306,174347863,1,0,0,2,1,2
2308,174347866,1,0,0,2,1,2
2309,174347867,0,0,0,1,1,1
2310,174347868,0,0,0,1,1,1
2311,174347871,1,0,0,1,1,2
2312,174347872,0,0,0,1,1,1
2313,174347875,1,0,0,1,1,2
2314,174348210,0,0,0,2,1,1
2315,174348212,1,1,0,1,1,3
2316,174348215,0,0,0,1,1,1
2317,174348221,0,0,0,2,1,1
2318,174348223,0,0,0,1,1,1
2319,174348241,1,0,0,2,1,2
2320,174348244,0,0,0,1,1,1
2321,174348246,0,0,0,1,1,1
2323,174348255,0,0,0,2,1,1
2324,174348266,0,0,0,1,1,1
2325,174348268,0,0,0,2,1,1
2326,174348271,0,0,0,2,1,1
2327,174348272,1,0,0,1,1,2
2328,174348273,0,0,0,2,1,1
2329,174348315,1,0,0,1,1,2
2330,174348316,0,0,0,1,1,1
2331,174348317,0,0,0,1,1,1
2332,174348318,0,0,0,2,1,1
2333,174348321,1,0,0,1,1,2
2334,174348323,1,0,0,2,1,2
2335,174348324,0,0,0,1,1,1
2336,174348325,0,0,0,1,1,1
2337,174348326,0,0,0,2,1,1
2338,174348349,1,0,0,2,1,2
2339,174348350,0,0,0,1,1,1
2340,174348546,0,0,0,1,1,1
2341,174349170,0,0,0,1,1,1
2342,174349370,1,0,0,2,1,2
2343,174349371,1,0,0,2,1,2
2344,174349373,1,0,0,1,1,2
2345,174349375,1,0,0,2,1,2
2346,174349377,0,0,0,2,1,1
2347,174349610,1,1,1,2,1,4
2348,174349680,1,1,0,1,1,3
2349,174349727,0,0,0,1,1,1
2350,174349974,0,0,0,2,1,1
2351,174349976,0,0,0,1,1,1
2352,174349977,0,0,0,2,1,1
2353,174349978,0,0,0,1,1,1
2354,174349979,0,0,0,1,1,1
2355,174350322,0,0,0,2,1,1
2356,174350324,0,0,0,2,1,1
2357,174350419,1,0,0,1,1,2
2358,174350422,1,0,0,1,1,2
2359,174350424,0,0,0,1,1,1
2360,174351337,0,0,0,1,1,1
2361,174351339,0,0,0,1,1,1
2362,174351341,0,0,0,1,1,1
2363,174351342,0,0,0,1,1,1
2364,174351344,0,0,0,1,1,1
2365,174357514,1,0,0,2,1,2
2366,174357515,0,0,0,2,1,1
2367,174357516,0,0,0,1,1,1
2368,174357519,0,0,0,1,1,1
2369,174357522,0,0,0,2,1,1
2370,174357765,0,0,0,1,1,1
2371,174358917,1,0,0,1,1,2
2372,174358919,0,0,0,1,1,1
2373,174358920,1,0,0,1,1,2
2374,174363502,0,0,0,1,1,1
2375,174363504,0,0,0,2,1,1
2376,174363506,0,0,0,1,1,1
2377,174363508,0,0,0,2,1,1
2378,174364212,1,0,0,1,1,2
2379,174364217,1,0,0,2,1,2
2380,174364218,0,0,0,2,1,1
2381,174364219,1,0,0,1,1,2
2382,174364220,1,1,0,1,1,3
2383,174364221,0,0,0,2,1,1
2384,174364310,0,0,0,2,1,1
2386,174364313,1,1,0,2,1,3
2387,174364314,0,0,0,1,1,1
2388,174364315,0,0,0,1,1,1
2389,174364316,0,0,0,2,1,1
2390,174364319,1,0,0,2,1,2
2391,174364322,1,0,0,1,1,2
2392,174366162,1,0,0,1,1,2
2393,174366166,0,0,0,1,1,1
2394,174366170,0,0,0,2,1,1
2395,174366174,0,0,0,2,1,1
2396,174372701,0,0,0,2,1,1
2397,174372705,1,0,0,2,1,2
2398,174572380,1,0,0,2,1,2
2399,174572385,1,0,0,1,1,2
2400,174572395,1,0,0,1,1,2
2401,174572403,1,0,0,1,1,2
2402,174572408,1,0,0,2,1,2
2403,174572412,1,0,0,1,1,2
2404,174590565,0,0,0,2,1,1
2405,174590567,0,0,0,2,1,1
2406,174590571,1,0,0,1,1,2
2407,174595999,1,1,0,2,1,3
2408,174596079,0,0,0,2,1,1
2409,174596088,0,0,0,2,1,1
2410,174597986,1,0,0,2,1,2
2411,174599815,0,0,0,2,1,1
2412,174599819,0,0,0,2,1,1
2413,174603389,1,0,0,1,1,2
2414,174606389,1,0,0,2,1,2
2415,174606651,0,0,0,2,1,1
2416,174606653,0,0,0,2,1,1
2417,174607131,1,0,0,2,1,2
2418,174607137,1,0,0,2,1,2
2419,174607143,1,0,0,2,1,2
2420,174611886,0,0,0,2,1,1
2421,174611889,0,0,0,2,1,1
2422,174613377,0,0,0,2,1,1
2423,174613384,1,0,0,1,1,2
2424,174618195,1,0,0,1,1,2
2425,174618206,1,0,0,1,1,2
2426,174618549,1,0,0,1,1,2
2427,174618554,1,0,0,2,1,2
2428,174618559,1,0,0,1,1,2
2429,174618565,1,0,0,1,1,2
2430,174619769,1,0,0,1,1,2
2431,174619839,1,1,0,1,1,3
2432,174619841,1,0,0,2,1,2
2433,174619843,0,0,0,2,1,1
2434,174619846,0,0,0,2,1,1
2435,174619849,0,0,0,1,1,1
2436,174620376,1,1,0,2,1,3
2437,174620384,0,0,0,1,1,1
2438,174620389,0,0,0,1,1,1
2439,174620395,1,1,1,1,1,4
2440,174620403,1,0,0,1,1,2
2441,174620506,0,0,0,1,1,1
2442,174620512,1,0,0,2,1,2
2443,174620534,1,0,0,2,1,2
2444,174620817,1,0,0,2,1,2
2445,174620820,1,0,0,2,1,2
2446,174620826,0,0,0,1,1,1
2447,174621269,0,0,0,1,1,1
2448,174621272,0,0,0,1,1,1
2449,174621280,0,0,0,2,1,1
2450,174621286,1,0,0,2,1,2
2451,174621534,1,1,1,2,1,4
2452,174621548,1,0,0,2,1,2
2453,174621563,0,0,0,1,1,1
2454,174621927,1,0,0,2,1,2
2455,174621935,0,0,0,1,1,1
2456,174621942,1,0,0,2,1,2
2457,174622218,1,0,0,2,1,2
2458,174622230,1,1,1,1,1,4
2459,174622267,0,0,0,1,1,1
2460,174622283,0,0,0,2,1,1
2461,174622661,1,0,0,2,1,2
2462,174622666,1,0,0,2,1,2
2463,174622682,1,0,0,1,1,2
2464,174622685,1,0,0,1,1,2
2465,174622691,0,0,0,1,1,1
2466,174622696,1,0,0,1,1,2
2467,174622724,0,0,0,2,1,1
2468,174622725,1,0,0,1,1,2
2469,174622730,0,0,0,2,1,1
2470,174622731,1,0,0,2,1,2
2471,174622738,1,0,0,2,1,2
2472,174622743,0,0,0,1,1,1
2473,174622745,1,1,0,2,1,3
2474,174624809,0,0,0,2,1,1
2475,174624811,1,0,0,2,1,2
2476,174626625,1,0,0,1,1,2
2477,174626635,0,0,0,1,1,1
2478,174626639,0,0,0,1,1,1
2479,174626678,1,0,0,1,1,2
2480,174627014,0,0,0,1,1,1
2481,174627025,0,0,0,2,1,1
2482,174627038,0,0,0,1,1,1
2483,174627181,1,0,0,1,1,2
2484,174627189,1,0,0,1,1,2
2485,174627195,1,1,1,1,1,4
2486,174627285,1,0,0,1,1,2
2487,174627291,1,0,0,1,1,2
2488,174627297,1,0,0,2,1,2
2489,174628200,1,1,0,1,1,3
2490,174628219,1,0,0,2,1,2
2492,174628487,0,0,0,1,1,1
2493,174628550,0,0,0,2,1,1
2494,174629143,1,0,0,1,1,2
2495,174629146,0,0,0,1,1,1
2496,174629150,0,0,0,2,1,1
2497,174629357,0,0,0,1,1,1
2498,174629364,0,0,0,1,1,1
2499,174629367,1,0,0,2,1,2
2500,174629821,1,0,0,1,1,2
2501,174629823,1,1,0,1,1,3
2502,174630914,1,1,1,2,1,4
2503,174630939,0,0,0,2,1,1
2504,174630961,0,0,0,2,1,1
2505,174631080,0,0,0,2,1,1
2506,174631128,1,1,1,2,1,4
2507,174631152,0,0,0,2,1,1
2509,174631170,0,0,0,1,1,1
2510,174636507,1,1,1,1,1,4
2511,174636510,0,0,0,1,1,1
2512,174636744,1,0,0,1,1,2
2513,174636745,0,0,0,1,1,1
2514,174636964,1,0,0,1,1,2
2515,174636967,1,0,0,1,1,2
2516,174636970,1,0,0,1,1,2
2517,174636974,1,0,0,1,1,2
2518,174637067,1,0,0,1,1,2
2519,174637074,1,1,0,2,1,3
2520,174637369,1,0,0,1,1,2
2521,174637560,0,0,0,2,1,1
2522,174637564,0,0,0,2,1,1
2523,174637569,0,0,0,1,1,1
2524,174637676,0,0,0,1,1,1
2525,174644218,1,0,0,1,1,2
2526,174644220,0,0,0,1,1,1
2527,174644221,0,0,0,1,1,1
2528,174644222,0,0,0,1,1,1
2529,174644223,0,0,0,1,1,1
2530,174644224,0,0,0,1,1,1
2531,174644225,0,0,0,1,1,1
2532,174644226,0,0,0,2,1,1
2533,174644228,0,0,0,1,1,1
2534,174644230,0,0,0,2,1,1
2535,174644231,0,0,0,2,1,1
2536,174644232,0,0,0,1,1,1
2537,174644234,1,0,0,1,1,2
2538,174644235,0,0,0,1,1,1
2539,174644318,0,0,0,1,1,1
2540,174645574,1,1,0,1,1,3
2541,174645575,1,1,1,2,1,4
2542,174645576,1,0,0,2,1,2
2543,174645578,0,0,0,1,1,1
2544,174645580,0,0,0,1,1,1
2545,174645582,1,1,1,1,1,4
2546,174648327,0,0,0,1,1,1
2547,174650186,1,1,1,2,1,4
2548,174650187,1,0,0,2,1,2
2549,174650188,0,0,0,2,1,1
2550,174650192,0,0,0,2,1,1
2551,174650193,0,0,0,1,1,1
2552,174650587,0,0,0,1,1,1
2553,174650589,0,0,0,1,1,1
2554,174650592,0,0,0,1,1,1
2555,174650593,0,0,0,1,1,1
2556,174650594,0,0,0,1,1,1
2557,174650607,0,0,0,1,1,1
2558,174650609,0,0,0,1,1,1
2559,174650611,0,0,0,2,1,1
2560,174650614,0,0,0,1,1,1
2561,174650616,0,0,0,1,1,1
2562,174650640,0,0,0,1,1,1
2563,174650642,0,0,0,1,1,1
2564,174650644,0,0,0,1,1,1
2565,174650647,1,0,0,1,1,2
2566,174650649,1,0,0,1,1,2
2567,174655695,0,0,0,2,1,1
2568,174655697,0,0,0,2,1,1
2569,174655740,1,0,0,1,1,2
2570,174655741,0,0,0,1,1,1
2571,174655743,1,0,0,1,1,2
2572,174655744,0,0,0,1,1,1
2573,174656541,1,0,0,1,1,2
2574,174656546,0,0,0,1,1,1
2575,174657399,0,0,0,1,1,1
2576,174657400,0,0,0,1,1,1
2577,174657402,1,0,0,1,1,2
2578,174657403,0,0,0,1,1,1
2579,174657404,0,0,0,1,1,1
2580,174657405,0,0,0,2,1,1
2581,174657406,1,0,0,1,1,2
2582,174657409,1,0,0,1,1,2
2583,174657414,0,0,0,1,1,1
2584,174657535,0,0,0,1,1,1
2585,174657536,1,1,1,2,1,4
2586,174657537,1,1,1,1,1,4
2588,174657539,0,0,0,1,1,1
2589,174657540,1,0,0,1,1,2
2591,174658294,1,0,0,2,1,2
2592,174658299,1,1,0,2,1,3
2593,174658302,1,0,0,2,1,2
2594,174658306,1,0,0,2,1,2
2595,174658316,0,0,0,1,1,1
2596,174659915,0,0,0,2,1,1
2597,174659918,0,0,0,2,1,1
2598,174659920,0,0,0,1,1,1
2599,174659921,0,0,0,2,1,1
2600,174667787,1,0,0,2,1,2
2601,174667790,0,0,0,2,1,1
2602,174667794,1,0,0,2,1,2
2603,174667798,0,0,0,2,1,1
2604,174667812,1,0,0,1,1,2
2605,174673499,0,0,0,1,1,1
2606,174673503,1,0,0,1,1,2
2607,174673508,1,0,0,1,1,2
2608,174673514,0,0,0,2,1,1
2609,174674863,1,0,0,2,1,2
2610,174674864,1,0,0,2,1,2
2611,174676015,1,0,0,2,1,2
2612,174681464,0,0,0,1,1,1
2613,174681469,1,0,0,1,1,2
2614,174686010,1,1,0,2,1,3
2615,174689092,1,1,0,2,1,3
2616,174690317,1,0,0,1,1,2
2617,174698410,0,0,0,2,1,1
2618,174705406,1,0,0,1,1,2
2619,174705409,1,0,0,1,1,2
2620,174705412,1,0,0,1,1,2
2621,174708317,0,0,0,1,1,1
2622,174715808,0,0,0,2,1,1
2623,175692028,0,0,0,1,1,1
2624,174832118,0,0,0,2,1,1
2625,174833699,1,0,0,1,1,2
2626,174833704,1,1,0,1,1,3
2627,174835349,1,1,0,2,1,3
2628,174838464,1,0,0,2,1,2
2629,174838544,0,0,0,1,1,1
2630,174838547,1,0,0,1,1,2
2631,174842494,1,0,0,1,1,2
2632,174848503,1,0,0,1,1,2
2633,174851895,1,0,0,1,1,2
2634,174851899,1,0,0,2,1,2
2635,174851903,0,0,0,2,1,1
2636,174851913,1,1,1,2,1,4
2637,174851917,1,1,0,2,1,3
2638,174860593,0,0,0,1,1,1
2639,174861228,1,0,0,2,1,2
2640,174861234,1,0,0,2,1,2
2641,174861240,1,0,0,2,1,2
2642,174861245,0,0,0,1,1,1
2643,174873610,1,1,1,1,1,4
2644,174888089,1,0,0,1,1,2
2645,174888092,1,1,0,2,1,3
2646,174888094,0,0,0,2,1,1
2647,174888098,0,0,0,2,1,1
2648,174889156,1,1,0,1,1,3
2649,174890931,1,0,0,1,1,2
2650,174890939,1,0,0,2,1,2
2651,174890947,0,0,0,1,1,1
2652,174890952,0,0,0,1,1,1
2653,174890954,0,0,0,1,1,1
2654,174890958,0,0,0,2,1,1
2655,174890960,0,0,0,2,1,1
2656,174890964,1,1,0,1,1,3
2657,174890973,1,1,1,1,1,4
2658,174890977,1,0,0,1,1,2
2659,174890980,1,0,0,2,1,2
2660,174890983,1,0,0,2,1,2
2661,174890987,0,0,0,1,1,1
2662,174890988,0,0,0,2,1,1
2663,174890991,1,0,0,1,1,2
2664,174894108,0,0,0,1,1,1
2665,174894147,0,0,0,1,1,1
2666,174894152,1,1,1,2,1,4
2667,174894158,1,0,0,2,1,2
2668,174894461,0,0,0,2,1,1
2669,174894467,0,0,0,1,1,1
2670,174894468,0,0,0,1,1,1
2671,174894502,0,0,0,2,1,1
2672,174894505,0,0,0,1,1,1
2673,174894507,1,0,0,1,1,2
2674,174894510,0,0,0,2,1,1
2675,174894515,1,0,0,2,1,2
2676,174894516,1,0,0,1,1,2
2677,174894529,1,0,0,1,1,2
2678,174894534,1,0,0,2,1,2
2679,174894537,1,0,0,2,1,2
2680,174894588,1,0,0,1,1,2
2681,174894593,0,0,0,2,1,1
2682,174894597,0,0,0,2,1,1
2683,174894647,1,0,0,1,1,2
2684,174894651,0,0,0,1,1,1
2685,174894654,0,0,0,1,1,1
2686,174894655,0,0,0,2,1,1
2687,174894656,0,0,0,2,1,1
2688,174894657,1,0,0,2,1,2
2689,174894665,0,0,0,1,1,1
2690,174894674,1,0,0,2,1,2
2691,174894676,0,0,0,1,1,1
2692,174894677,1,0,0,2,1,2
2693,174894679,0,0,0,2,1,1
2694,174894682,0,0,0,1,1,1
2695,174895830,0,0,0,2,1,1
2696,174895927,1,0,0,2,1,2
2697,174896237,0,0,0,1,1,1
2698,174896255,0,0,0,1,1,1
2699,174896562,0,0,0,2,1,1
2700,174896576,1,0,0,2,1,2
2701,174896580,0,0,0,1,1,1
2702,174896583,1,0,0,2,1,2
2703,174896774,1,0,0,2,1,2
