,id,mig_int,mig_plan,mig_prep,cari,is_cari_secure,mig_intensity
1213,173213662,0,0,0,1,1,1
1214,173213661,0,0,0,1,1,1
1215,173213663,0,0,0,1,1,1
1216,173213664,0,0,0,1,1,1
1217,173213780,0,0,0,2,1,1
1218,173213781,1,0,0,1,1,2
1219,173213782,0,0,0,2,1,1
1220,173213783,0,0,0,1,1,1
1221,173213785,0,0,0,2,1,1
1222,173214428,1,0,0,2,1,2
1223,173214644,0,0,0,2,1,1
1224,173214654,0,0,0,2,1,1
1225,173214656,1,0,0,1,1,2
1226,173214658,1,0,0,1,1,2
1227,173214667,1,1,0,1,1,3
1228,173214681,0,0,0,2,1,1
1229,173215056,1,0,0,1,1,2
1230,173215059,0,0,0,1,1,1
1231,173215060,0,0,0,1,1,1
1232,173215062,0,0,0,1,1,1
1233,173215064,0,0,0,1,1,1
1234,173215065,0,0,0,1,1,1
1235,173215066,0,0,0,1,1,1
1236,173215067,0,0,0,1,1,1
1237,173215069,0,0,0,1,1,1
1238,173215152,0,0,0,1,1,1
1239,173215153,0,0,0,1,1,1
1240,173215155,0,0,0,2,1,1
1241,173215157,0,0,0,2,1,1
1242,173215183,0,0,0,1,1,1
1243,173215185,0,0,0,1,1,1
1244,173215187,1,0,0,2,1,2
1245,173215189,0,0,0,2,1,1
1246,173215191,1,1,0,1,1,3
1247,173215217,0,0,0,1,1,1
1248,173215218,1,1,1,1,1,4
1249,173215221,1,1,1,2,1,4
1250,173215223,1,0,0,2,1,2
1251,173215302,1,0,0,2,1,2
1252,173215303,1,0,0,1,1,2
1253,173215304,0,0,0,1,1,1
1254,173215305,0,0,0,1,1,1
1255,173215306,0,0,0,1,1,1
1256,173215396,0,0,0,1,1,1
1257,173215398,1,0,0,2,1,2
1258,173215401,0,0,0,2,1,1
1259,173215406,0,0,0,1,1,1
1260,173215407,0,0,0,1,1,1
1261,173215409,0,0,0,1,1,1
1262,173215411,0,0,0,2,1,1
1263,173215413,0,0,0,2,1,1
1264,173215468,1,1,1,2,1,4
1265,173215471,1,0,0,2,1,2
1266,173215481,1,0,0,1,1,2
1267,173215666,1,0,0,1,1,2
1268,173215668,1,0,0,1,1,2
1269,173215790,1,0,0,1,1,2
1271,173215795,1,0,0,2,1,2
1272,173215804,0,0,0,1,1,1
1274,173216306,0,0,0,1,1,1
1275,173216308,0,0,0,1,1,1
1276,173216312,1,0,0,1,1,2
1277,173216317,0,0,0,2,1,1
1278,173216360,1,0,0,1,1,2
1279,173216363,1,0,0,1,1,2
1280,173216365,0,0,0,1,1,1
1281,173216367,1,0,0,1,1,2
1282,173216370,1,0,0,1,1,2
1283,173216373,0,0,0,1,1,1
1285,173220260,1,0,0,2,1,2
1286,173220266,1,0,0,2,1,2
1287,173220340,0,0,0,2,1,1
1288,173220348,0,0,0,2,1,1
1289,173220355,0,0,0,2,1,1
1290,173220357,1,0,0,2,1,2
1291,173220360,1,0,0,2,1,2
1292,173220375,0,0,0,2,1,1
1293,173220377,0,0,0,2,1,1
1294,173221400,1,0,0,1,1,2
1295,173221401,0,0,0,1,1,1
1297,173221404,1,1,1,1,1,4
1298,173221406,0,0,0,1,1,1
1299,173221408,1,0,0,1,1,2
1300,173221412,1,0,0,2,1,2
1301,173221971,1,0,0,2,1,2
1302,173221974,0,0,0,2,1,1
1303,173304417,1,0,0,1,1,2
1304,173304422,1,0,0,1,1,2
1305,173304426,1,0,0,2,1,2
1306,173304429,0,0,0,2,1,1
1307,173304435,1,0,0,1,1,2
1308,173304444,0,0,0,2,1,1
1309,173338642,1,0,0,2,1,2
1310,173338648,0,0,0,2,1,1
1311,173381967,1,1,0,2,1,3
1312,173381969,1,0,0,1,1,2
1313,173381973,0,0,0,2,1,1
1314,173381978,1,99,0,1,1,2
1315,173381983,1,0,0,1,1,2
1316,173390126,0,0,0,1,1,1
1317,173390226,0,0,0,1,1,1
1318,173391188,1,0,0,1,1,2
1319,173395843,0,0,0,2,1,1
1320,173395847,0,0,0,2,1,1
1321,173395850,0,0,0,2,1,1
1322,173395853,0,0,0,2,1,1
1323,173397697,0,0,0,1,1,1
1324,173397926,0,0,0,1,1,1
1325,173397930,1,0,0,2,1,2
1326,173397932,1,0,0,1,1,2
1327,173397934,0,0,0,2,1,1
1328,173397937,0,0,0,2,1,1
1329,173397943,1,0,0,2,1,2
1330,173397958,1,0,0,2,1,2
1331,173399849,1,1,0,1,1,3
1332,173399854,0,0,0,2,1,1
1333,173399855,1,0,0,2,1,2
1334,173400037,0,0,0,2,1,1
1335,173400041,1,0,0,2,1,2
1337,173402732,0,0,0,1,1,1
1338,173402737,1,0,0,2,1,2
1339,173402746,0,0,0,2,1,1
1340,173402750,1,0,0,2,1,2
1341,173402752,1,0,0,2,1,2
1342,173402853,0,0,0,1,1,1
1343,173403851,1,0,0,1,1,2
1344,173403853,1,0,0,1,1,2
1345,173403855,1,0,0,1,1,2
1346,173403856,1,0,0,1,1,2
1347,173403858,1,0,0,1,1,2
1348,173403860,0,0,0,2,1,1
1349,173403862,1,0,0,2,1,2
1350,173403865,0,0,0,2,1,1
1351,173404037,0,0,0,2,1,1
1352,173405236,0,0,0,1,1,1
1353,173405239,1,0,0,2,1,2
1354,173405241,0,0,0,2,1,1
1355,173405244,1,0,0,2,1,2
1356,173405247,0,0,0,1,1,1
1357,173405252,0,0,0,2,1,1
1358,173405466,1,0,0,2,1,2
1359,173405471,0,0,0,1,1,1
1360,173405474,0,0,0,1,1,1
1361,173405475,1,1,1,1,1,4
1362,173405555,1,0,0,2,1,2
1363,173405909,1,0,0,1,1,2
1364,173405910,1,0,0,2,1,2
1365,173405913,1,0,0,2,1,2
1366,173405915,1,0,0,1,1,2
1367,173405917,1,0,0,1,1,2
1368,173405918,0,0,0,1,1,1
1369,173405919,1,0,0,2,1,2
1370,173405920,1,0,0,2,1,2
1371,173405923,0,0,0,1,1,1
1372,173405924,0,0,0,2,1,1
1373,173405927,1,0,0,1,1,2
1374,173405926,0,0,0,1,1,1
1375,173406254,0,0,0,1,1,1
1376,173406256,1,0,0,1,1,2
1377,173406257,1,0,0,1,1,2
1378,173406260,0,0,0,1,1,1
1379,173407470,0,0,0,1,1,1
1380,173407474,0,0,0,2,1,1
1381,173407479,0,0,0,1,1,1
1382,173407487,0,0,0,1,1,1
1383,173407489,0,0,0,1,1,1
1384,173407491,0,0,0,1,1,1
1385,173407494,1,0,0,2,1,2
1386,173407496,0,0,0,1,1,1
1387,173407499,0,0,0,2,1,1
1388,173407500,1,0,0,2,1,2
1389,173407501,0,0,0,2,1,1
1390,173407503,1,0,0,2,1,2
1391,173408312,1,1,0,2,1,3
1392,173408315,1,0,0,2,1,2
1393,173408316,0,0,0,1,1,1
1394,173408319,0,0,0,1,1,1
1395,173408947,1,0,0,1,1,2
1396,173408952,0,0,0,1,1,1
1398,173408957,0,0,0,2,1,1
1399,173409097,0,0,0,1,1,1
1400,173409099,0,0,0,2,1,1
1401,173409100,0,0,0,1,1,1
1402,173409103,0,0,0,2,1,1
1403,173409104,1,1,0,1,1,3
1404,173409203,0,0,0,1,1,1
1405,173409204,0,0,0,2,1,1
1406,173409205,1,0,0,1,1,2
1407,173409266,1,0,0,1,1,2
1408,173409273,0,0,0,1,1,1
1409,173409275,0,0,0,1,1,1
1410,173409276,1,0,0,1,1,2
1411,173409278,0,0,0,2,1,1
1412,173409640,1,0,0,2,1,2
1413,173409646,0,0,0,1,1,1
1414,173409649,0,0,0,1,1,1
1415,173409653,1,0,0,1,1,2
1416,173409655,0,0,0,1,1,1
1417,173409998,0,0,0,1,1,1
1418,173410003,0,0,0,1,1,1
1419,173410005,0,0,0,2,1,1
1420,173410006,0,0,0,2,1,1
1421,173410480,1,0,0,2,1,2
1422,173410520,0,0,0,1,1,1
1423,173410521,0,0,0,2,1,1
1424,173410774,0,0,0,1,1,1
1425,173410776,0,0,0,1,1,1
1426,173410778,1,1,0,2,1,3
1427,173410780,1,1,0,1,1,3
1428,173410781,0,0,0,1,1,1
1429,173410782,1,1,0,1,1,3
1430,173410783,0,0,0,1,1,1
1431,173411874,1,0,0,1,1,2
1432,173411875,0,0,0,2,1,1
1433,173411876,0,0,0,2,1,1
1434,173411877,0,0,0,2,1,1
1435,173411878,0,0,0,1,1,1
1436,173411879,0,0,0,2,1,1
1437,173411887,0,0,0,2,1,1
1438,173411888,0,0,0,1,1,1
1439,173411891,0,0,0,2,1,1
1440,173411986,0,0,0,1,1,1
1441,173411988,0,0,0,1,1,1
1442,173411989,0,0,0,1,1,1
1443,173411990,0,0,0,1,1,1
1444,173411991,0,0,0,1,1,1
1445,173412818,0,0,0,2,1,1
1446,173412819,0,0,0,2,1,1
1447,173413964,1,99,0,1,1,2
1448,173413965,1,0,0,1,1,2
1449,173413966,0,0,0,1,1,1
1450,173414065,1,0,0,1,1,2
1451,173414066,1,0,0,1,1,2
1452,173414068,0,0,0,2,1,1
1453,173414070,0,0,0,2,1,1
1454,173414072,0,0,0,1,1,1
1455,173414073,1,1,0,1,1,3
1456,173414077,0,0,0,1,1,1
1457,173414078,0,0,0,1,1,1
1458,173415246,0,0,0,1,1,1
1459,173415247,0,0,0,1,1,1
1460,173415250,0,0,0,1,1,1
1461,173415252,0,0,0,1,1,1
1462,173415254,0,0,0,1,1,1
1463,173415255,0,0,0,1,1,1
1464,173415256,0,0,0,1,1,1
1465,173415260,0,0,0,1,1,1
1466,173415267,0,0,0,1,1,1
1467,173415268,0,0,0,1,1,1
1468,173415269,0,0,0,1,1,1
1469,173415502,0,0,0,1,1,1
1470,173415503,0,0,0,1,1,1
1471,173415504,0,0,0,1,1,1
1472,173420192,0,0,0,2,1,1
1473,173420201,1,0,0,2,1,2
1474,173420208,0,0,0,2,1,1
1475,173420211,0,0,0,1,1,1
1476,173420214,1,0,0,1,1,2
1477,173420216,1,0,0,1,1,2
1478,173420221,0,0,0,2,1,1
1479,173420224,0,0,0,2,1,1
1480,173420229,1,0,0,2,1,2
1481,173420230,1,0,0,2,1,2
1482,173422000,1,0,0,1,1,2
1483,173422004,0,0,0,1,1,1
1484,173422006,0,0,0,1,1,1
1485,173422010,1,0,0,1,1,2
1486,173422012,0,0,0,1,1,1
1487,173422027,0,0,0,1,1,1
1488,173422030,0,0,0,2,1,1
1489,173422976,1,0,0,2,1,2
1490,173422981,1,1,1,2,1,4
1491,173422983,0,0,0,1,1,1
1492,173422986,0,0,0,2,1,1
1494,173422992,0,0,0,2,1,1
1495,173422995,0,0,0,1,1,1
1496,173425678,1,0,0,1,1,2
1497,173425680,0,0,0,2,1,1
1498,173425683,1,1,0,1,1,3
1499,173425685,0,0,0,1,1,1
1500,173425690,0,0,0,2,1,1
1501,173425691,0,0,0,2,1,1
1502,173425693,0,0,0,2,1,1
1503,173521855,0,0,0,2,1,1
1504,173525118,0,0,0,1,1,1
1505,173525120,0,0,0,1,1,1
1506,173525125,0,0,0,2,1,1
1507,173529180,0,0,0,2,1,1
1508,173529184,0,0,0,2,1,1
1509,173529186,0,0,0,2,1,1
1510,173545777,0,0,0,2,1,1
1511,173550472,0,0,0,2,1,1
1513,173561237,1,1,1,2,1,4
1514,173561242,0,0,0,1,1,1
1515,173561245,1,0,0,1,1,2
1516,173561247,0,0,0,1,1,1
1517,173561248,1,0,0,1,1,2
1518,173561251,0,0,0,1,1,1
1519,173561252,0,0,0,2,1,1
1520,173561253,0,0,0,2,1,1
1521,173561257,0,0,0,2,1,1
1522,173561260,0,0,0,1,1,1
1523,173561288,0,0,0,2,1,1
1524,173561289,1,1,0,2,1,3
1525,173561290,0,0,0,1,1,1
1526,173561291,1,0,0,1,1,2
1527,173561292,0,0,0,1,1,1
1528,173564330,0,0,0,1,1,1
1529,173564331,0,0,0,1,1,1
1530,173564332,0,0,0,1,1,1
1531,173564333,1,1,1,1,1,4
1532,173564747,0,0,0,1,1,1
1533,173564749,1,0,0,2,1,2
1534,173564750,0,0,0,1,1,1
1535,173564753,0,0,0,1,1,1
1536,173564755,0,0,0,1,1,1
1537,173564758,1,1,1,2,1,4
1538,173564801,1,0,0,2,1,2
1539,173564803,1,0,0,2,1,2
1541,173564805,1,0,0,1,1,2
1542,173564806,0,0,0,1,1,1
1543,173564808,0,0,0,1,1,1
1544,173564810,1,0,0,1,1,2
1545,173565297,1,0,0,1,1,2
1546,173565302,1,0,0,1,1,2
1547,173566331,0,0,0,1,1,1
1548,173566332,1,1,0,2,1,3
1549,173566333,0,0,0,1,1,1
1550,173566335,0,0,0,1,1,1
1551,173566337,1,0,0,2,1,2
1552,173566339,0,0,0,1,1,1
1553,173566340,0,0,0,1,1,1
1554,173566341,0,0,0,1,1,1
1555,173566344,0,0,0,1,1,1
1556,173566347,1,0,0,1,1,2
1557,173566349,0,0,0,2,1,1
1558,173566350,0,0,0,1,1,1
1559,173566352,0,0,0,1,1,1
1560,173566353,0,0,0,1,1,1
1561,173567300,0,0,0,2,1,1
1562,173567339,1,0,0,2,1,2
1563,173567341,1,1,1,2,1,4
1564,173567342,0,0,0,2,1,1
1565,173567343,0,0,0,2,1,1
1566,173567344,0,0,0,2,1,1
1567,173567370,0,0,0,1,1,1
1568,173567372,1,0,0,2,1,2
1569,173567375,0,0,0,2,1,1
1570,173567377,0,0,0,1,1,1
1571,173567378,0,0,0,2,1,1
1572,173567379,0,0,0,2,1,1
1573,173567381,0,0,0,2,1,1
1574,173567383,1,0,0,2,1,2
1575,173567384,0,0,0,1,1,1
1576,173568131,0,0,0,2,1,1
1577,173568132,0,0,0,2,1,1
1578,173568841,0,0,0,1,1,1
1579,173568843,1,0,0,1,1,2
1580,173568844,0,0,0,1,1,1
1581,173568845,1,99,0,1,1,2
1582,173568849,1,0,0,1,1,2
1583,173568850,0,0,0,1,1,1
1584,173568853,0,0,0,1,1,1
1585,173568854,0,0,0,2,1,1
1586,173568858,0,0,0,1,1,1
1587,173569137,0,0,0,1,1,1
1588,173569138,0,0,0,1,1,1
1589,173569139,0,0,0,1,1,1
1590,173569140,0,0,0,1,1,1
1591,173569141,0,0,0,1,1,1
1592,173569155,0,0,0,1,1,1
1593,173569161,0,0,0,2,1,1
1594,173569162,0,0,0,2,1,1
1595,173570069,1,0,0,1,1,2
1596,173570071,0,0,0,2,1,1
1597,173570074,1,1,0,1,1,3
1598,173570078,0,0,0,1,1,1
1599,173570082,0,0,0,1,1,1
1600,173570522,0,0,0,2,1,1
1601,173570524,0,0,0,1,1,1
1602,173570525,0,0,0,2,1,1
1603,173570526,1,1,1,1,1,4
1604,173570527,0,0,0,1,1,1
1605,173570850,0,0,0,1,1,1
1606,173570853,0,0,0,2,1,1
1607,173570854,0,0,0,1,1,1
1608,173570856,0,0,0,1,1,1
1609,173571842,0,0,0,2,1,1
1610,173571843,0,0,0,2,1,1
1611,173571844,0,0,0,1,1,1
1613,173576252,0,0,0,2,1,1
1614,173576259,0,0,0,2,1,1
1615,173576322,0,0,0,1,1,1
1616,173736791,0,0,0,2,1,1
1617,173651160,1,0,0,2,1,2
1618,173651161,1,99,0,2,1,2
1619,173651162,0,0,0,2,1,1
1620,173651163,0,0,0,2,1,1
1621,173651166,0,0,0,1,1,1
1622,173651168,0,0,0,2,1,1
1623,173651169,1,0,0,2,1,2
1624,173651171,0,0,0,1,1,1
1625,173651174,0,0,0,1,1,1
1626,173651176,1,0,0,2,1,2
1627,173651178,0,0,0,1,1,1
1628,173651180,0,0,0,2,1,1
1629,173674209,0,0,0,1,1,1
1630,173674215,0,0,0,2,1,1
1631,173689115,1,0,0,2,1,2
1632,173693690,0,0,0,1,1,1
1633,173693698,1,0,0,1,1,2
1634,173693706,1,0,0,2,1,2
1635,173703690,0,0,0,2,1,1
1636,173703693,0,0,0,1,1,1
1637,173703694,1,1,1,1,1,4
1638,173703696,1,0,0,1,1,2
1639,173703698,1,1,1,2,1,4
1640,173703700,0,0,0,2,1,1
1641,173703701,1,0,0,2,1,2
1642,173703702,0,0,0,2,1,1
1643,173703703,0,0,0,1,1,1
1644,173703707,1,0,0,1,1,2
1645,173703709,0,0,0,1,1,1
1646,173705982,0,0,0,2,1,1
1647,173705986,1,0,0,1,1,2
1648,173705990,1,0,0,2,1,2
1649,173705994,1,0,0,2,1,2
1650,173706002,1,0,0,1,1,2
1651,173711804,1,0,0,1,1,2
1652,173711809,0,0,0,1,1,1
1653,173713516,0,0,0,1,1,1
1654,174606391,0,0,0,1,1,1
1655,173730902,1,1,1,1,1,4
1656,173730904,1,1,0,2,1,3
1657,173730907,1,1,1,2,1,4
1658,173730912,0,0,0,1,1,1
1659,173730914,1,0,0,2,1,2
1660,173730915,0,0,0,2,1,1
1661,173730916,0,0,0,1,1,1
1662,173730919,0,0,0,1,1,1
1663,173730920,0,0,0,2,1,1
1664,173730968,0,0,0,2,1,1
1665,173730970,0,0,0,1,1,1
1666,173730972,0,0,0,2,1,1
1667,173730973,0,0,0,1,1,1
1668,173730975,0,0,0,1,1,1
1669,173736772,1,0,0,2,1,2
1670,173736773,1,0,0,2,1,2
1671,173736774,0,0,0,1,1,1
1672,173736776,1,0,0,1,1,2
1673,173736778,0,0,0,1,1,1
1674,173736782,0,0,0,2,1,1
1675,173736783,0,0,0,2,1,1
1676,173736784,0,0,0,2,1,1
1677,173736785,0,0,0,1,1,1
1678,173736787,0,0,0,1,1,1
1679,173736788,0,0,0,1,1,1
1680,173736793,0,0,0,1,1,1
1681,173736807,0,0,0,1,1,1
1682,173736808,0,0,0,1,1,1
1683,173736809,0,0,0,1,1,1
1684,173736810,0,0,0,1,1,1
1685,173737721,0,0,0,1,1,1
1686,173737726,0,0,0,1,1,1
1687,173737730,0,0,0,1,1,1
1688,173737733,1,0,0,1,1,2
1689,173737738,0,0,0,2,1,1
1690,173737769,1,0,0,2,1,2
1691,173737770,0,0,0,2,1,1
1692,173737773,0,0,0,2,1,1
1693,173737779,1,0,0,1,1,2
1694,173737793,0,0,0,1,1,1
1695,173737795,0,0,0,1,1,1
1696,173737796,0,0,0,1,1,1
1697,173737797,0,0,0,2,1,1
1698,173737798,0,0,0,1,1,1
1699,173738074,1,0,0,2,1,2
1700,173738075,0,0,0,1,1,1
1701,173738079,0,0,0,1,1,1
1702,173738080,1,0,0,1,1,2
1703,173738083,1,0,0,2,1,2
1704,173738275,0,0,0,2,1,1
1705,173738277,0,0,0,1,1,1
1706,173738285,0,0,0,2,1,1
1707,173738288,1,1,1,1,1,4
1708,173738518,1,0,0,2,1,2
1709,173738529,1,1,1,1,1,4
1710,173738533,0,0,0,2,1,1
1711,173738545,1,0,0,1,1,2
1712,173739445,1,0,0,1,1,2
1713,173739447,0,0,0,1,1,1
1714,173739450,0,0,0,1,1,1
1715,173739452,1,0,0,1,1,2
1716,173739455,1,0,0,1,1,2
1717,173739457,0,0,0,1,1,1
1718,173739458,1,0,0,1,1,2
1719,173739460,1,0,0,1,1,2
1720,173739511,1,0,0,1,1,2
1721,173739515,1,0,0,2,1,2
1722,173740449,0,0,0,1,1,1
1723,173740450,1,0,0,1,1,2
1724,173740451,0,0,0,1,1,1
1725,173740453,0,0,0,2,1,1
1726,173740455,0,0,0,1,1,1
1727,173740456,0,0,0,2,1,1
1728,173740643,0,0,0,2,1,1
1729,173740645,0,0,0,2,1,1
1730,173740652,1,1,1,2,1,4
1731,173740654,0,0,0,2,1,1
1732,173740656,0,0,0,1,1,1
1733,173741669,0,0,0,1,1,1
1734,173742928,0,0,0,1,1,1
1735,173742929,0,0,0,1,1,1
1736,173742931,0,0,0,1,1,1
1737,173742932,0,0,0,1,1,1
1738,173742933,0,0,0,1,1,1
1740,173744297,0,0,0,1,1,1
1741,173744298,1,0,0,1,1,2
1742,173744299,0,0,0,2,1,1
1743,173746905,0,0,0,2,1,1
1744,173746907,0,0,0,1,1,1
1745,173746908,1,0,0,2,1,2
1746,173746912,1,0,0,1,1,2
1747,173746913,0,0,0,2,1,1
1748,173746919,0,0,0,1,1,1
1749,173746920,1,0,0,1,1,2
1750,173746922,0,0,0,1,1,1
1751,173746924,0,0,0,2,1,1
1752,173746925,0,0,0,1,1,1
1753,173746926,0,0,0,1,1,1
1754,173746927,0,0,0,2,1,1
1755,173746928,1,0,0,1,1,2
1756,173746929,0,0,0,1,1,1
1757,173748716,0,0,0,2,1,1
1758,173748719,0,0,0,1,1,1
1759,173748724,0,0,0,2,1,1
1760,173748727,0,0,0,2,1,1
1761,173749872,1,0,0,1,1,2
1763,173750681,1,0,0,1,1,2
1764,173754769,1,0,0,1,1,2
1765,173754775,1,0,0,1,1,2
1766,173757555,0,0,0,2,1,1
1767,173759145,0,0,0,1,1,1
1768,173759147,0,0,0,1,1,1
1769,173760989,0,0,0,2,1,1
1770,173760996,1,0,0,1,1,2
1771,173760998,0,0,0,1,1,1
1772,173761003,0,0,0,2,1,1
1773,173761006,1,0,0,1,1,2
1774,173767219,1,0,0,2,1,2
1775,173767233,1,0,0,2,1,2
1776,173767236,0,0,0,1,1,1
1777,175668077,1,0,0,2,1,2
1778,175668073,0,0,0,2,1,1
1779,174613398,0,0,0,1,1,1
1780,174039188,0,0,0,1,1,1
1781,173899795,1,0,0,1,1,2
1782,173904479,0,0,0,2,1,1
1783,173914363,0,0,0,2,1,1
1784,173914443,1,0,0,1,1,2
1785,173914448,0,0,0,2,1,1
1786,173926779,0,0,0,2,1,1
1787,173935376,0,0,0,2,1,1
1788,173949311,0,0,0,1,1,1
1789,173964125,0,0,0,1,1,1
1790,173964746,1,0,0,2,1,2
1791,173965074,1,1,0,1,1,3
1792,173977108,1,0,0,1,1,2
1793,173977114,0,0,0,2,1,1
1794,173980253,1,1,1,1,1,4
1795,173980257,0,0,0,2,1,1
1796,173984364,0,0,0,1,1,1
1797,173984747,1,1,0,1,1,3
1798,173985314,1,0,0,1,1,2
1799,174001306,1,0,0,1,1,2
1800,174001311,1,0,0,1,1,2
1801,174001323,0,0,0,2,1,1
1802,174001357,0,0,0,1,1,1
1803,174001369,0,0,0,2,1,1
1804,174001392,0,0,0,1,1,1
1805,174001404,0,0,0,2,1,1
1806,174001728,0,0,0,2,1,1
1807,174001744,0,0,0,2,1,1
1808,174001811,1,1,0,1,1,3
1809,174001932,0,0,0,1,1,1
1810,174002684,1,0,0,1,1,2
1811,174002697,0,0,0,1,1,1
1812,174002705,1,0,0,2,1,2
1813,174002716,1,0,0,2,1,2
1814,174002857,1,0,0,1,1,2
1815,174002860,1,0,0,1,1,2
1816,174002863,1,0,0,1,1,2
1817,174002866,0,0,0,2,1,1
1818,174002870,1,0,0,1,1,2
1819,174007667,1,0,0,1,1,2
1820,174007672,0,0,0,1,1,1
1821,174007676,1,0,0,1,1,2
1822,174007681,1,0,0,1,1,2
1823,174007879,0,0,0,2,1,1
1824,174007895,1,0,0,2,1,2
1825,174007909,1,0,0,1,1,2
1826,174611554,1,0,0,1,1,2
1827,174611562,1,0,0,2,1,2
1828,174008696,1,0,0,1,1,2
1829,174008702,1,0,0,2,1,2
1830,174008716,1,0,0,1,1,2
1831,174010687,1,0,0,1,1,2
1832,174010690,1,0,0,2,1,2
1833,174010696,1,1,0,2,1,3
1834,174010766,1,0,0,2,1,2
1835,174010774,1,0,0,2,1,2
1836,174010785,0,0,0,1,1,1
1837,174010825,0,0,0,2,1,1
1838,174010841,1,1,0,1,1,3
1839,174010857,0,0,0,1,1,1
1840,174010895,1,0,0,1,1,2
1841,174010908,1,0,0,1,1,2
1842,174010921,1,0,0,2,1,2
1843,174010933,0,0,0,2,1,1
1844,174010940,1,0,0,2,1,2
1845,174010945,1,0,0,2,1,2
1846,174010951,1,0,0,2,1,2
1847,174010958,1,0,0,2,1,2
1848,174010959,0,0,0,1,1,1
1849,174010966,1,0,0,2,1,2
1850,174010978,1,0,0,1,1,2
1851,174011126,1,0,0,2,1,2
1852,174011132,0,0,0,1,1,1
1853,174011136,0,0,0,1,1,1
1854,174011139,0,0,0,1,1,1
1855,174011152,0,0,0,1,1,1
1856,174011155,1,0,0,2,1,2
1857,174011160,1,0,0,2,1,2
1858,174011995,0,0,0,2,1,1
1859,174013277,1,0,0,2,1,2
1860,174013283,1,0,0,2,1,2
1861,174013288,1,0,0,2,1,2
1862,174014978,1,0,0,2,1,2
1863,174014984,0,0,0,2,1,1
1864,174015384,1,0,0,2,1,2
1865,174015386,0,0,0,1,1,1
1866,174015389,0,0,0,1,1,1
1867,174015411,1,0,0,2,1,2
1868,174015421,0,0,0,2,1,1
1869,174015432,1,0,0,1,1,2
1870,174015512,0,0,0,2,1,1
1871,174015626,1,0,0,2,1,2
1872,174015630,1,0,0,2,1,2
1873,174016107,1,0,0,2,1,2
1874,174016113,0,0,0,2,1,1
1875,174016141,0,0,0,1,1,1
1876,174016148,0,0,0,1,1,1
1877,174016151,0,0,0,1,1,1
1878,174016312,1,0,0,2,1,2
1879,174016629,1,0,0,2,1,2
1880,174016637,1,0,0,1,1,2
1881,174016645,1,0,0,2,1,2
1882,174017243,1,0,0,2,1,2
1883,174017248,1,0,0,2,1,2
1884,174017249,0,0,0,1,1,1
1885,174017255,1,0,0,2,1,2
1886,174017290,1,0,0,1,1,2
1887,174017341,1,0,0,2,1,2
1888,174017344,0,0,0,1,1,1
1889,174017346,0,0,0,1,1,1
1890,174017388,1,0,0,1,1,2
1891,174017393,0,0,0,1,1,1
1892,174017399,1,0,0,1,1,2
1893,174017402,0,0,0,1,1,1
1894,174017421,1,1,0,2,1,3
1895,174017425,1,0,0,1,1,2
1896,174017465,1,1,1,2,1,4
1897,174017468,0,0,0,2,1,1
1898,174017471,1,0,0,2,1,2
1899,174017476,1,0,0,1,1,2
1900,174017628,0,0,0,1,1,1
1901,174018030,1,0,0,2,1,2
1902,174018340,0,0,0,1,1,1
1903,174018376,1,0,0,1,1,2
1904,174019267,0,0,0,2,1,1
1905,174019291,0,0,0,1,1,1
1906,174019471,0,0,0,1,1,1
1907,174020310,1,0,0,2,1,2
1908,174020349,1,0,0,1,1,2
1909,174020373,1,0,0,1,1,2
1910,174020766,0,0,0,2,1,1
1911,174020771,0,0,0,1,1,1
1912,174020782,0,0,0,1,1,1
1913,174020982,0,0,0,1,1,1
1914,174021001,0,0,0,1,1,1
1915,174025587,1,0,0,1,1,2
1916,174025590,0,0,0,2,1,1
1917,174025596,1,0,0,1,1,2
1918,174025599,1,0,0,1,1,2
1919,174025844,1,0,0,2,1,2
1920,174025846,0,0,0,1,1,1
1921,174025849,0,0,0,1,1,1
1922,174029457,0,0,0,2,1,1
1923,174029459,1,0,0,2,1,2
1924,174029463,0,0,0,2,1,1
1925,174029467,1,0,0,1,1,2
1926,174029592,1,0,0,2,1,2
1927,174029595,1,1,1,1,1,4
1928,174029597,0,0,0,1,1,1
1929,174029602,0,0,0,2,1,1
1930,174029605,1,1,0,1,1,3
1931,174029610,1,0,0,1,1,2
1932,174029730,1,0,0,1,1,2
1933,174029734,0,0,0,1,1,1
1934,174029742,1,1,1,2,1,4
1935,174029743,0,0,0,1,1,1
1936,174029748,1,1,1,2,1,4
1937,174029751,0,0,0,2,1,1
1938,174029754,0,0,0,1,1,1
1939,174029756,0,0,0,1,1,1
1940,174029759,1,0,0,1,1,2
1941,174029764,1,0,0,2,1,2
1942,174029888,0,0,0,2,1,1
1943,174029893,1,0,0,2,1,2
1944,174030070,1,0,0,2,1,2
1945,174030072,1,0,0,2,1,2
1946,174030083,1,0,0,2,1,2
1947,174030189,1,0,0,2,1,2
1948,174030599,0,0,0,1,1,1
1949,174030605,0,0,0,2,1,1
1950,174030607,1,0,0,1,1,2
1951,174030626,0,0,0,1,1,1
1952,174030825,1,1,0,2,1,3
1953,174030837,0,0,0,1,1,1
1954,174030925,0,0,0,1,1,1
1955,174030928,0,0,0,1,1,1
1956,174030934,0,0,0,1,1,1
1957,174031903,1,0,0,2,1,2
1958,174033583,1,1,1,1,1,4
